label,comment
negative,"thầy giảng bài một mình chưa tương tác với sinh viên .
"
negative,"thêm giờ giải bài tập trên lớp .
"
positive,"thầy tận tâm giảng bài , giảng dễ hiểu và đúng với chương trình học .
"
negative,"thầy tận tâm nhiệt tình , giảng bài hay , dễ hiểu , quan tâm đến học sinh .
"
positive,"giảng viên dạy dễ hiểu , tận tình giải đáp thắc mắc .
"
neutral,"tiếng nói .
"
negative,"các phần nội dung được đề cập trong môn học được thầy truyền đạt theo phương pháp riêng một cách đơn giản , dễ hiểu .
"
positive,"thầy dạy rất hay , tận tình .
"
positive,"cô truyền đạt dễ hiểu .
"
neutral,"năng cấp phòng máy .
"
negative,"em thích khả năng sư phạm của thầy wzjwz293 .
"
positive,"thầy rất hòa đồng .
"
positive,"thầy cần chủ động hơn trong việc dạy và dạy bù ( khi em hỏi các bạn về lịch dạy bù thì hầu hết các bạn được em hỏi đều không biết ) .
"
negative,"bỏ bớt những phần không cần thiết .
"
positive,"kiến thức cô cung cấp rất đầy đủ .
"
positive,"cô dạy nhiệt tình , kỹ và dễ hiểu .
"
positive,"cô giảng hơi nhanh và khó nghe .
"
positive,"thầy dạy và hướng dẫn rất kỹ .
"
neutral,"đi thực tập , đến công ty kaydotvn để làm việc và học .
"
neutral,"chất lượng cơ bản đảm bảo nhưng cần phù với các đối tượng sinh viên hơn .
"
positive,"giảng viên lên lớp đầy đủ , giảng dạy nhiệt tình .
"
positive,"cô dạy khá nhanh , nhiều chỗ hơi khó hiểu .
"
neutral,"nhóm 4 người đông không ổn thầy ạ .
"
negative,"một số bài tập đưa ra trên lớp và đợi sinh viên giải xong mới giải .
"
neutral,"sống có đạo đức , thương sinh viên .
"
positive,"giáo viên nói hơi nhỏ , rất khó nghe , và hiểu được bài .
"
positive,"giảng viên lên lớp đúng giờ , giảng dạy nghiêm túc , tận tâm , nhiệt tình .
"
neutral,"ngồi nhiều , nhìn slide nhiều .
"
negative,"thầy trang bị cho những kỹ năng chuyên sâu và hướng mở của môn học .
"
neutral,"thầy không có up tài liệu cũng như bài giảng lên moodle .
"
negative,"phương pháp dạy còn chưa thực sự thu hút được sự chú ý của sinh viên gây nên nhàm chán và thụ động .
"
positive,"vui tính nhiệt tình .
"
positive,"cô dễ tính .
"
neutral,"thường lố giờ .
"
positive,"thầy dạy rất tận tình , chỉ dạy kỹ càng từng học sinh .
"
negative,"thầy dạy không có tâm .
"
negative,"bài tập thầy cho áp lực quá .
"
positive,"giảng viên có tâm huyết với việc dạy học .
"
neutral,"thái độ gần gũi .
"
negative,"em thấy thầy dạy rất thiếu trách nhiệm , chỉ lơ là cho hết giờ .
"
positive,"cô rất hiền và tạo sự gần gũi .
"
negative,"cần phải thay đổi phần nội dung của phần thực hành và cách giảng dạy của giảng viên thực hành , sinh viên chưa được học lý thuyết mà thực hành đã phải làm bài tập trong khi giảng viên thực hành không hướng dẫn sinh viên cụ thể phải làm gì với bài tập đó .
"
positive,"giảng viên truyền đạt rất dễ hiểu , thân thiện , vui vẻ và rất tận tình với sinh viên .
"
positive,"kiến thức nắm được khá nhiều , công nghệ mới cũng được đưa vào giảng dạy .
"
neutral,"giảng viên nhiệt tình , có khả năng truyền đạt .
"
neutral,"có liên hệ thực tế .
"
neutral,"ngoài ra sinh viên cũng không có đủ khả năng để hiểu được "" source code "" có tốt hay không .
"
neutral,"thầy có bài tập hay .
"
neutral,"giảng viên nói nhỏ và hơi khó nghe .
"
positive,"thầy dạy rất hay và dễ hiểu , sôi động em điểm nhỏ chỉ là đề thi khó hơn đề mọi năm .
"
positive,"thầy dạy rất nhiệt tình , rất mong thầy tiếp tục công tác tại trường .
"
negative,"thầy nhiệt tình với nhiều bài tập đa dạng và phong phú .
"
positive,"thầy rất vui tánh .
"
positive,"cần được thực hành liên tục , để có sự hướng dẫn của giáo viên khi làm đồ án .
"
neutral,"cô nên cho bài tập nhỏ về nhà để học sinh làm để ôn kiến thức cơ bản .
"
nagetive,"khi nghỉ không thông báo trước , khi sinh viên qua trường thể dục thể thao chờ rồi mới thông báo .
"
neutral,"giáo viên nên theo dõi sinh viên sát sao hơn .
"
positive,"giảng viên giảng dạy tân tâm .
"
positive,"thầy giảng dạy nhiệt tình , chu đáo !
"
neutral,"giảng viên có kiến thức vững chắc , khả năng truyền đạt tốt , tận tâm .
"
negative,"phương pháp làm bài tập .
"
positive,"cách nói chuyện của thầy rất thu hút lòng người , giảng bài dễ hiểu , thực tiễn .
"
negative,"chấm bài không nói lên tính khách quan .
"
negative,"nhiều lúc giảng dạy nói hơi nhanh .
"
positive,"thầy giáo nhiệt tình , đưa ra nhiều trường hợp cho thuật toán .
"
negative,"đề án soạn thảo kỹ càng .
"
neutral,"cần tăng thêm số lượng thiết bị , và thời gian thực hành .
"
neutral,"có nhiều hoạt động cho phần speaking .
"
neutral,"nên sử dụng cách truyền đạt khác để thu hút sinh viên hơn .
"
positive,"thầy rất nhiệt tình , dạy dễ hiểu .
"
positive,"tận tình và vui vẻ hướng dẫn .
"
positive,"thầy rất nhiệt tình trong giảng dạy .
"
neutral,"thảo luận hiệu quả .
"
negative,"thầy dạy nhanh .
"
negative,"cố gắng làm nhiều bài tập .
"
positive,"cô giảng hơi nhanh , nhiều khi không theo kịp .
"
neutral,"hệ thống wecode cần sửa lại tính năng submit kết quả cuối cùng , bao nhiêu sinh viên bị mất điểm vì submit trong đó có cả em :(colon .
"
negative,"ước tính khoảng 5 - 6 buổi như vậy .
"
positive,"thầy dạy rất dễ hiểu , đặc biệt là thầy rất nhiệt tình .
"
negative,"môn học giúp em nắm rõ các phương pháp và kỹ năng cần thiết để tổ chức cơ sở dữ liệu và sử dụng nó một cách hiệu quả ở mức cơ bản dữ liệu không lớn .
"
negative,"dạy tốt , không khó khăn với học sinh .
"
neutral,"giảng viên tốt .
"
negative,"cho điểm khách quan .
"
negative,"ok xem xong cài như youtube kết nối với laptop báo lỗi , cô bảo cài sai dot wtf ?
"
negative,"phương pháp dạy viết bảng hiệu quả .
"
positive,"và khi hỏi thầy trả lời rất nhiệt tình .
"
positive,"giảng viên dạy tận tình , truyền đạt tốt .
"
positive,"thầy rất ân cần giúp đỡ học sinh làm bài và hiểu bài .
"
positive,"giáo viên giải bài tập chi tiết .
"
neutral,"nên chọn phòng học có không gian phù hợp với sĩ số lớp phòng quá lớn trong khi sĩ số chỉ có vài chục sinh viên .
"
positive,"thầy giảng bài rất hay và dễ hiểu .
"
neutral,"kể chuyện .
"
negative,"cho sinh viên thuyết trình là khá hay .
"
neutral,"cô nói hơi nhỏ .
"
negative,"cô dạy nhiệt tình , kỹ , chịu khó nếu học sinh chưa hiểu bài .
"
negative,"bài tập về nhà hằng tuần giúp cho sinh viên củng cố kiến thức lý thuyết và thực hành một cách chắc chắn .
"
positive,"đồ họa máy tính là môn có hình thức thực hành 1 .
"
positive,"cách dạy thiếu khoa học , cứng nhắc , áp đặt , không thu hút , gò bó tư duy của sinh viên .
"
neutral,"nội dung cơ bản đầy đủ .
"
positive,"giảng viên dạy rất hay , bài tập khá đa dạng , đi thi nắm vững được các dạng nên không cần học tủ , thầy rất nhiệt tình .
"
neutral,"chưa bao giờ học không biết .
"
negative,"giảng bài hơi nhanh , bài tập cho nhiều quá .
"
negative,"đồng thời , lý thuyết tóm gọn thầy đưa lại cho em sự tò mò và thực hành ngay trên lớp giúp em hiểu được sâu hơn .
"
neutral,"dạy có tâm .
"
negative,"thầy nghỉ quá nhiều .
"
negative,"cô tạo nhiều cơ hội cho sinh viên tham quan nhiều chuyến đi thực tế rất hữu ích .
"
neutral,"cũng bình thường .
"
neutral,"kiến thức thầy cao siêu .
"
positive,"rất thích cô .
"
neutral,"không có ý kiến .
"
neutral,"nên có thêm nhiều tài liệu học tập , bộ môn này rất ít tài liệu tam khảo trên mạng .
"
negative,"cô cần thay đổi phương pháp dạy sao cho sinh viên thấy thích thú với những gì cô dạy , cần lấy ví dụ nhiều hơn để sinh viên có thể hiểu rõ bản chất của mọi vấn đề .
"
negative,"chú trọng vào việc giải bài tập hơn là củng cố phương pháp học tập của sinh viên .
"
neutral,"cô xinh quá .
"
negative,"cần trang bị thiết bị thực hành hiện đại hơn .
"
negative,"tận tình với học sinh .
"
neutral,"giáo viên cần chỉ dẫn kỹ hơn phần thực hành kể cả ở lớp và thực hành , nên nhắc nhở dám sát sinh viên , để trách cho sinh viên hay ngoại trong mặt này .
"
positive,"mô học cung cấp kiến thức mơ hồ lắm .
"
neutral,"giảng dạy hết mình cho sinh viên , giúp đỡ sinh viên trong quá trình học tập .
"
neutral,"thầy thoải mái , thân thiện .
"
negative,"có những chỉ dẫn cụ thể cùng với những phương pháp mới , nhanh gọn .
"
negative,"giảng viên lý thuyết dạy kỹ càng .
"
neutral,"giảng dạy nhiệt tình , thường xuyên giúp đỡ sinh viên .
"
neutral,"giảng viên nhiệt tình giúp đỡ sinh viên trong học tập .
"
positive,"giảng viên dạy thực hành cần hướng dẫn những kiến thức bổ sung khi cho sinh viên thực hiện đồ án .
"
negative,"quan tâm đến sinh viên , thường xuyên hướng dẫn từng sinh viên .
"
positive,"ví dụ , dẫn chứng cụ thể sinh động liên kết bài học .
"
positive,"thầy cần quyết đoán hơn , chuẩn bị kỹ tài liệu và dạy nhanh , đủ hơn chút .
"
neutral,"dụng cụ học tập đầy đủ .
"
neutral,"đề thi thực hành và lý thuyết nên được trưởng khoa xem qua trước khi cho sinh viên thi để tránh trường hợp vào thi thực hành giáo viên phải sửa lại đề .
"
neutral,"giảng viên xuất sắc .
"
positive,"thầy giảng nhiệt tình , rất hay !
"
neutral,"thầy có những kinh nghiệm và nhận xét quý báu giúp sinh viên trong việc thuyết trình và làm đồ án , giúp sinh viên có kỹ năng sau này .
"
neutral,"giáo viên tốt .
"
neutral,"điều kiện vật chất chưa được đầy đủ .
"
negative,"còn mốt số ý thầy truyền đạt vẫn còn chưa tốt .
"
neutral,"không rõ .
"
positive,"nội dung thầy wzjwz191 cung cấp cho sinh viên khá là sâu , ngoài nội dung trong sách , thầy giúp sinh viên mở rộng nội dung bài học qua các ví dụ thực tế của công ty .
"
positive,"giảng viên rất tận tụy và quan tâm sinh viên .
"
positive,"giảng dạy nhiệt tình , vui vẻ .
"
neutral,"các buổi thực hành ht2 không thông báo với sinh viên .
"
positive,"thầy dạy nhiệt tình , vui tính , bài tập tuy cơ bản nhưng rất thâm thúy .
"
positive,"ngược lại , giảng viên thực hành chấm đồ án lại yêu cầu đồ án phải có liên hệ thực tiễn để đạt điểm tối đa .
"
positive,"thầy có kiến thức sâu rộng nên truyền đạt nhiều kiến thức rất hay .
"
positive,"nhiệt tình , giảng dạy dễ hiểu , vui vẻ .
"
neutral,"lớp học thụ động , giảng viên chưa biết cách tạo sự sôi nổi cho sinh viên có hứng học .
"
positive,"hệ thống giảng dạy trên wecode dễ hiểu .
"
negative,"giảng dạy nhiệt tình , hiệu quả , tốt .
"
positive,"phương pháp giảng dạy hay và dễ hiểu .
"
negative,"dạy chậm , chiếu thêm slide , thêm bài tập .
"
neutral,"vì theo em thầy mọi người đi học rất đầy đủ .
"
positive,"cô rất tận tình , nghiêm khắc trong giờ học .
"
neutral,"giảng viên tận tình , hay giúp đỡ sinh viên !
"
positive,"cô dạy nhiệt tình .
"
positive,"cô vui vẻ .
"
negative,"bài thực hành được xây dựng phù hợp với nội dung lý thuyết .
"
positive,"em nghĩ là cơ sở vật chất của trường còn yếu kém , máy chiếu rất mờ , rất ít khi nhìn rõ được chữ trên slide bài giảng .
"
negative,"đề thầy ra rất hay và thiết thực với đời sống sinh viên ( bài , game , chat ) .
"
negative,"thầy lên lớp đúng giờ , bài tập dễ hiểu , giảng dạy thoải mái ít gây nhiều áp lực cho sinh viên .
"
neutral,"nên có đồ án môn học .
"
negative,"nội dung của môn học hiện tại chỉ ở mức lý thuyết khá nhiều , ít thực hành .
"
positive,"thầy dạy rất hay và cuốn hút .
"
positive,"giảng viên vui tính , hay liên hệ với thực tế giúp cho sinh viên dễ nắm bắt vấn đề .
"
negative,"phương pháp giảng dạy hiệu quả , giúp sinh viên tiếp cận kiến thức mới linh hoạt , nhiệt tình tận tâm giải đáp , trả lời câu hỏi từ sinh viên .
"
negative,"dạy chậm kết hợp với bài tập , ví dụ .
"
positive,"thầy dạy rất dễ hiểu qua các ví dụ thực tế mà thầy demo trên lớp .
"
positive,"phương pháp giảng dạy phù hợp , lôi cuốn vào bài học .
"
positive,"học được rất nhiều kiến thức từ thầy .
"
positive,"thầy rất teen và cập nhật từ ngữ teen rất nhanh .
"
positive,"thầy giảng có tâm huyết và thân thiện .
"
positive,"giảng viên dạy rất tận tâm và giảng bài hay dễ hiểu .
"
positive,"giảng bài dễ hiểu .
"
positive,"thầy nói to , rõ .
"
neutral,"giáo viên cần tham khảo khung chương trình của khoa trước khi ra bài tập .
"
positive,"quan tâm đến sinh viên rất nhiều , có bày nhiều trò chơi hỗ trợ giảng dạy .
"
neutral,"giảng viên có khả năng truyền đạt .
"
neutral,"cô nên sắp xếp lịch làm việc chính xác hơn .
"
neutral,"phòng học số lượng sinh viên nhiều , nhưng chỉ có quạt trần , cần trang bị thêm máy lạnh .
"
negative,"thiết bị và dụng cụ thí nghiệm tại phòng lab còn nhiều hạn chê , hư hỏng nhiều , không đáp ứng được nội dung thực hành .
"
negative,"em mong thầy sẽ chỉ bảo cho các lớp sau nhiều hơn về vấn đề này .
"
positive,"thầy giảng khó hiểu .
"
neutral,"được làm seminar nên sinh viên nghiên cứu nhiều hơn .
"
positive,"thầy dạy khá hay và dễ hiểu , thầy vui tính , em rất hài lòng về môn học do thầy wzjwz116 dạy , em xin cảm ơn .
"
positive,"cô giảng lý thuyết còn quá chi là khó hiểu ạ .
"
positive,"giảng viên giảng nhiệt tình .
"
neutral,"giảng viên liên hệ nhiều đến thực tế .
"
neutral,"giảng viên vui vẻ hòa đồng với sinh viên .
"
positive,"còn một vài chỗ cô dạy hơi khó hiểu nhưng cô không giải thích kỹ lắm .
"
positive,"thầy giảng chi tiết , có hướng dẫn thêm kiến thức phong phú .
"
negative,"chu đáo , nhiệt tình .
"
positive,"trình bày rất chi tiết .
"
negative,"thầy dạy hơi chậm , tạo cảm giác buồn ngủ .
"
positive,"không tạo được không khí vui vẻ trong lớp .
"
negative,"giảng nhanh quá , nói quá nhanh , không giúp học sinh hiểu bài .
"
neutral,"có tâm huyết .
"
positive,"luôn sử dụng những ví dụ có tính thực tế .
"
positive,"thầy khá là nhiệt tình trong khi giảng bài , khi sinh viên hỏi bài , giáo viên rất nhiệt tình .
"
neutral,"nếu nghỉ nên thông báo với lớp sớm hơn .
"
neutral,"nội dung thi khó đối với sinh viên không chuyên .
"
negative,"thực sự thầy sử dụng giời lên lớp chưa hiệu quả .
"
negative,"giảng viên tận tâm với sinh viên .
"
positive,"sự nghiêm khắc của thầy trong công tác giảng dạy giúp sinh viên có thêm động lực học .
"
positive,"thầy tuy nghiêm khắc nhưng đi với thầy cả một học kỳ mới biết thầy rất thương sinh viên và muốn tốt cho tui em .
"
neutral,"tổ chức các trò chơi để vận dụng các kiến thức vừa học .
"
positive,"cô truyền dạy kiến thức dễ hiểu , tận tình , thân thiện với học sinh và giúp đỡ học sinh tận tình !
"
negative,"quan tâm học sinh .
"
positive,"cô rất nhiệt tình giảng dạy .
"
neutral,"cô nên up một lần hết các file bài học để tụi em tiện đi in ạ .
"
neutral,"cần nhiều tài liệu về môn học này .
"
positive,"giáo viên giảng dạy tốt nhiệt tình .
"
positive,"thầy dạy rất hay , tận tận tâm nhiệt tình , luôn tạo hứng thú cho sinh viên .
"
positive,"giảng viên dạy lôi cuốn .
"
neutral,"chúng em là sinh viên năm nhất , và chúng em vẫn chưa đủ khả năng để làm ra những sản phẩm của riêng mình , chúng em học "" giới thiệu ngành "" vì mục đích định hướng , chúng em tìm hiểu về hệ thống nhúng vì mục đích xem mình có nên theo ngành đó hay không , và chúng em nói theo cách mình hiểu và tiếp cận được từ các nguồn thông tin .
"
positive,"phong cách dạy thu hút .
"
positive,"giảng viên dạy nhiệt tình , giảng dễ hiểu .
"
neutral,"thầy có tâm lắm :) .
"
neutral,"chữ viết hơi nhỏ , ít khi dùng máy chiếu .
"
negative,"nhiều lúc nhìn thầy hơi dữ t_t .
"
neutral,"giáo viên chưa quan tâm nhắc nhở sinh viên làm bài trên lớp , sinh viên chỉ xem tài liệu thực hành và tự làm .
"
positive,"thầy rất là công bằng , em thật sự rất kính trọng thầy vì những điều thầy đã làm cho các bạn sinh viên chơi thân với thầy .
"
positive,"nhiệt tình giảng dạy , gần guix với sinh viên :))
"
positive,"chuwa áp dụngg công nghệ thông tin và các thietes bị hỗ trợ cho việc giảng dạy .
"
negative,"thầy giãng bài hay , có nhiều bài tập ví dụ ngay trên lopsw .
"
neutral,"kiểu gì em cũng nợ môn lày, nhưng em nghĩ em sẽ học lại ở học kỳ tới, không vấn gề gif :3
"
negative,"thời lưỢng học quá dài , không đảm bảo tiếp thu hiệu quả .
"
neutral,"cần nói rõ hơn bằng cách trình bày lên bảng thay vì nhìn vào slide .
"
positive,"thầy rất tận tình và đi dạy rất đúng giờ .
"
neutral,"cungx bth. :3
"
negative,"môn easy quá, cần hard-core hơn xí.
"
negative,"hơi chú trọng lý thuyết, cần TH nhiều hơn <3
"
negative,"nhiệt tình , zui zẻ :3
"
positive,"phong cách giảng bài của thầy rất gần gũi với sinh viên !
"
positive,"giảng dạy kết hợp các hoạt động giải trí có hiệu quả .
"
neutral,"cần tạo các buổi seminar để sinh viên có thể hiểu sâu thêm về các vấn đề trong chuyên ngành nhưng không có trong môn học .
"
neutral,"tiết học thoải mái .
"
negative,"giảng dạy nhiệt tình , hướng dẫn chi tiết đến lúc sinh viên hiểu !
"
positive,"nhiều khi em thấy giảng viên dạy trên lớp có những kiến thức còn là lý thuyết quá nhiều , xa rời thực tế .
"
neutral,"tài liệu còn thiếu chủ yếu sinh viên phải tự tìm .
"
neutral,"hi vọng thầy có thể dạy cho chúng em về c kỹ càng hơn , thay vì dạy về c , để chúng em có thể hiểu được bản chất của lập trình , giúp cho chúng em đi lên từ nền tảng vững chắc .
"
negative,"tiết cuối thầy ôn bài mà không cho đề mẫu cuối kỳ .
"
positive,"sự tận tâm , nhiệt tình của giảng viên giúp truyền đạt kỹ năng , kiến thức một cách tốt nhất .
"
neutral,"nên tăng hiệu suất của máy .
"
negative,"phòng lab được trang bị những máy tính cấu hình thấp không đảm bảo được nhu cầu thực hành của sinh viên khoa wzjwz46 , chất lượng mạng kém , có nhiều dây mạng không thể truy cập internet .
"
positive,"thầy rất tận tâm , đến từng bàn để chỉ dẫn !
"
positive,"luôn hướng dẫn tận tình sinh viên đi đúng lộ trình , tuy thời gian đầu hơi khó hiểu vì toàn bộ bài giảng của thầy được viết bằng tiếng anh .
"
positive,"giảng viên dạy rất kỹ lưỡng .
"
negative,"học kỳ này em học lại môn game , và giờ của thời khoá biểu là tiết 1 - 2 ngày thứ 4 thế nhưng em không hiểu lý do gì lại chuyển sang thứ 7 vào tiết 6 - 7 và em bị kẹt giờ học anh văn bên ngoài nên không học được .
"
negative,"lượng kiến thức giảng dạy chưa được chuẩn bị kỹ càng .
"
negative,"cần đảm bảo thời lượng của môn học , lịch học thông báo nghĩ quá nhiều trong khi sắp xếp lịch học bù không hợp lý ảnh hưởng lớn đến kiến thức của sinh viên , công việc của sinh viên .
"
positive,"giảng viên dạy nhiệt tình , kiến thức truyền đạt cho sinh viên gần với thực tế cuộc sống , phản ánh đời sống xã hội , slide dễ hiểu , giảng viên hài hước .
"
neutral,"4 tiết liên tục không tập trung được phần cuối giờ .
"
negative,"nhiệt tình , nhanh nhẹn , thân thiện .
"
positive,"giáo viên rất tận tâm .
"
neutral,"đặt cái tôi quá lớn khi nói chuyện với sinh viên .
"
neutral,"hầu như bữa nào cũng over time .
"
neutral,"cô nhiệt huyết trong việc rèn cho sinh viên làm nhiều và tự nghiên cứu nhiều điều này giúp sinh viên có khả năng tự học tự nghiên cứu .
"
positive,"vui vẻ , giờ học vui .
"
positive,"thầy wzjwz201 dạy nhiệt tình , giảng dễ hiểu .
"
negative,"cải thiện chất lượng phòng máy và kết nối mạng .
"
positive,"thầy nhiệt tình , thân thiện .
"
negative,"nội dung học chất lượng nhưng khá đơn giản , thầy sử dụng giờ trên lớp không hiệu quả , chủ yếu thầy vào lớp cho bài tập , giảng một xíu rồi ngồi đó , còn sinh viên giải bài tập tới cuối giờ , dù làm bài tập tới tuần cuối môn học nhưng vẫn không biết kết quả các bài tập mình từng làm là đúng hay sai vì thầy không công bố kết quả để cho thấy được sự sai sót của mình , dẫn đến trước khi thi các sinh viên có sự phân hoá về cách giải bài tập , không thống nhất .
"
negative,"không sửa bài tập thực hành , chỉ cho sinh viên làm rồi nộp trên courses .
"
positive,"cô rất nhiệt tình , giảng bài rất dễ hiểu .
"
negative,"nghỉ quá nhiều .
"
positive,"cô giảng dễ hiểu và rất nhiệt tình .
"
positive,"thầy rất nhiệt tình và kiến thức rất phong phú , có hệ thống lại kiến thức mỗi buổi .
"
negative,"thầy dạy như đúng rồi .
"
neutral,"tiết học có chút chán , có chút khó tiếp thu .
"
negative,"thầy đảm bảo phần kiến thức truyền đạt .
"
negative,"thầy đảm bảo tốt về giờ lên lớp .
"
neutral,"cần ví dụ và chương trình thực tế nhiều hơn .
"
negative,"nhiệt tình , giúp đỡ sinh viên , lên lớp đúng giờ .
"
negative,"thứ nhất , môn mạch số quá "" hiếm "" tài liệu tham khảo ngay cả khi em tìm từ các nguồn trên internet , slide bài giảng thầy đưa ra không thể nào đáp ứng được khả năng tự nghiên cứu , tự học để rồi ứng dụng làm các bài tập mà thầy cho cuối cùng là làm các bài kiểm tra đánh giá .
"
positive,"giảng viên dạy rất hay , có nhiều bài tập để củng cố kiến thức .
"
neutral,"không ôn tập cũng như cho cấu trúc đề thi .
"
nagetive,"đầu học kỳ , giảng viên có thông báo cuối kỳ sẽ làm đồ án , nhưng đến giờ sắp cuối kỳ rồi mà không hề có thông tin gì về đề tài của đồ án cuối kỳ .
"
neutral,"môn học còn nhàm chán .
"
neutral,"sẵn sàng trả lời mọi thắc mắc của sinh viên .
"
neutral,"trách nhiệm .
"
positive,"phải nói là hiểu biết của thầy trong lĩnh vực thương mại điện tử rất rộng .
"
neutral,"phòng thực hành thiếu ổ cắm .
"
neutral,"thầy giáo nên cho bài tập chạy "" deadline "" hàng tuần .
"
positive,"thầy cô dạy rất hay .
"
neutral,"giúp đỡ sinh viên trong việc đưa ra những định hướng của tương lai .
"
positive,"cô rất có tâm với công việc giảng viên của mình .
"
negative,"cô nói nhanh quá !
"
negative,"phòng học lý thuyết thì kém , nóng , bụi nhiều .
"
positive,"nên chú ý cách giảng dạy hợp lý hơn , dễ hiểu hơn .
"
negative,"cách truyền đạt của giảng viên khó hiểu , như nói trên mây , khó cho sinh viên tiếp cận .
"
negative,"thầy dạy mất quá nhiều giờ , chỉ có 3 tiết nhưng thường dùng tới 5 tiết , ảnh hưởng đến những môn ở tiết 4 5 .
"
positive,"giảng viên thân thiện , cởi mở , nhiệt tình .
"
neutral,"ít điểm danh .
"
positive,"thầy rất nhiệt tình , truyền đạt tốt .
"
neutral,"thân !
"
positive,"mong các thầy cô sẽ đầu tư hơn vào phần speaking và phần writing nhiều hơn .
"
neutral,"thương học sinh .
"
positive,"giảng viên giảng khá nhanh .
"
neutral,"vì môn vậy lý kỹ thuật sinh viên chỉ học để lấy điểm cao kéo điểm trung bình lên thôi .
"
negative,"hay kể chuyện cho lớp em nghe .
"
neutral,"cần tài liệu chính thống .
"
neutral,"làm đồ án còn phải thi cuối kỳ lý thuyết , quá nặng đối với sinh viên , vì một kỳ có rất nhiều đồ án .
"
positive,"thầy luôn thúc giục học sinh cố gắng trong học tập .
"
neutral,"giáo viên nên đưa tài liệu tham khảo cho sinh viên giống với tài liệu giảng trên lớp , để sinh viên tiện theo dõi và ôn lại kiến thức khi về nhà !
"
neutral,"không có ý kiến khác .
"
negative,"cô đẹp quá làm em không chú tâm học được :)smile .
"
positive,"nhiều lúc thầy giảng bài hơi nhỏ , mong thầy cố gắng giảng rõ hơn để sinh viên có thể tiếp thu một cách tốt nhất bài giảng của thầy .
"
neutral,"giáo viên mời doanh nghiệp chỉ dẫn sinh viên lập trình trên một ngôn ngữ mới , nhưng các anh chị bên doanh nghiệp chỉ dẫn quá nhanh nên sinh viên không theo kịp .
"
negative,"nên giao nhiều bài tập ngữ pháp về nhà cho sinh viên .
"
negative,"chép bài quá nhiều làm mất thời gian .
"
positive,"giảng viên rất tận tâm !
"
positive,"thầy giảng dạy nhiệt tình , có liên hệ thực tế .
"
negative,"thầy ôn kỹ , hay cho bài tập trên moodle , cập nhật file bài giảng , bài tập , bài ôn thường xuyên .
"
negative,"cung cấp nhiều kiến thức hữu ích chưa được học trong lớp .
"
positive,"thầy học bên ucla về nên dạy tiếng anh rất tốt .
"
positive,"cô dạy rất hay và quan tâm học sinh .
"
neutral,"không thấy đi thực hành buổi nào !
"
positive,"nên tiết chế lại các yêu cầu về đồ án môn học như việc chấm chéo , làm clip hướng dẫn vừa lồng tiếng lại còn chèn sub .
"
positive,"thầy dạy rất nhiệt tình và dễ hiểu , tuy nhiên do học sinh còn lười nhác học bài nên đôi khi kết quả không được như mong muốn .
"
positive,"thầy nhiệt tình , giảng bài dễ hiểu .
"
positive,"nói chuyện dễ hiểu , dễ nghe .
"
negative,"cô dạy hay , dế hiểu .
"
positive,"thầy dạy tốt , sát với chương trình giảng dạy .
"
negative,"thầy tận tâm !
"
positive,"nội dung bài giảng không thực sự hấp dẫn .
"
negative,"lên lớp trễ .
"
neutral,"em cảm ơn !
"
neutral,"thực hành thực tế nên giúp cho sinh viên hiểu rỏ hơn về mạch số và những cái trong mạch số .
"
negative,"chú tâm , hướng dẫn cho từng học sinh , tương đối dễ hiểu .
"
negative,"bài tập không sát với đề cương .
"
positive,"thầy giảng hay , mặc dù thỉnh thoảng có ngoài lề nhưng làm cho chúng em rất hứng thú và không buồn ngủ .
"
positive,"giảng viên thân thiện , dễ gần .
"
negative,"giao tiếp .
"
positive,"giải thích bài giảng khá chi tiết .
"
neutral,"giảng viên thoải mái , nhiệt tình , gần gũi với sinh viên .
"
neutral,"cảm giác của em là hơi chán .
"
neutral,"lập trình web mà thi trên giấy .
"
negative,"dạy đúng giờ .
"
positive,"giảng viên dạy đầy đủ kiến thức , có liên hệ thực tế nhiều giúp sinh viên hiểu rõ hơn về cách thức hoạt động của những kiến thức được học .
"
positive,"cần phải nâng cấp , cài đặt mới các phần mềm phù hợp hơn ví dụ : máy ảo ubuntu .
"
positive,"thầy dạy hay tiết học sôi động vui nhộn nhưng vẫn đảm bảo kiến thức dành cho sinh viên .
"
positive,"giáo viên giảng dạy tận tâm .
"
neutral,"cung cấp nhiều kiến thức .
"
neutral,"dạy thực tế .
"
positive,"thầy dạy rất nhiệt tình , công bằng trong đánh giá .
"
positive,"giảng viên cho rất ít bài tập đi kèm .
"
negative,"thực hành cần song song với lý thuyết , thực hành dạy nhanh hơn lý thuyết nên rất khó hiểu .
"
negative,"phòng lab khoa wzjwz16 trên tầng 3 nhà wzjwz17 quá chật chội , bụi bám lớp dày , trang thiết bị mạng đầu tư đắt tiền nhưng ít khi sử dụng tới , không kiểm tra lau chùi sẽ dẫn đến hỏng hóc , quạt không còn quay .
"
positive,"đây là giáo viên dạy tệ nhất trong những giáo viên em từng học .
"
negative,"giờ không hợp lý .
"
positive,"cách giảng dạy khó hiểu .
"
negative,"thầy dạy nhiệt tình với sinh viên .
"
negative,"thiếu nhiệt tình , chưa có sự chuẩn bị tốt về lý thuyết trước khi giảng dạy .
"
neutral,"sinh viên sẽ được học nhiều kiến thức thực tế , thiết thực và hiệu quả hơn .
"
